"country","indicator","measure","Unit","Date","Value"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","80.36"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","80.65"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","81.21"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","83.2"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","83.7"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","83.4"
"France","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","77"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","54.59"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","55.86"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","55.47"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","58.91"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","58.1"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","56.84"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","55.8"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","56.2"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","55.4"
"France","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","57.3"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","63.08"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","61.01"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","59"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","61.87"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","64.33"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","65.02"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","62.9"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","59.4"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","61"
"France","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","58"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","46.09"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","47.42"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","49.26"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","48"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","50.59"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","50.56"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","53.3"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","50.2"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","50.4"
"France","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","53.2"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","44.28"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","44.21"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","41.06"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","41.27"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","38.5"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","41.56"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","45"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","45.1"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","44.3"
"France","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","45.5"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","49"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","45.48"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","50.79"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","49.76"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","51.38"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","49.24"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","45"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","46.7"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","52.6"
"France","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","52.5"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","52.42"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","54.68"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","60.81"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","63.66"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","63.4"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","62.93"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","62.3"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","57.7"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","57.1"
"France","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","59"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","55.83"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","56.02"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","57.1"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","57.94"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","58.39"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","58"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","58.2"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","56.5"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","57.3"
"Germany","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","57.2"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","82.48"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","82.74"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","83.21"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","84.11"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","83.53"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","85.87"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","86.4"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","84.6"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","84.3"
"Germany","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","76.5"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","54.28"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","56.26"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","56.59"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","58.93"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","60.13"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","58.71"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","63.2"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","61.1"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","62.7"
"Germany","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","64.1"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","62.76"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","60.13"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","59.21"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","59.7"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","60"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","58.46"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","58.6"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","56.1"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","57.8"
"Germany","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","53.7"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","45.9"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","46.14"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","49.22"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","48.29"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","51.44"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","52.79"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","56.1"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","53.7"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","54.5"
"Germany","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","52.7"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","49.08"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","53.12"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","53.42"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","51.64"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","51.06"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","52.24"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","52.7"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","51.7"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","53.3"
"Germany","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","54.8"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","54.68"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","50.35"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","52.8"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","56.29"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","55.85"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","53.34"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","49.6"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","49.1"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","50"
"Germany","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","52.3"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","53.47"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","56.26"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","56.74"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","58.51"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","61.55"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","60.54"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","62"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","58"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","55.6"
"Germany","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","57.7"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","57.6"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","56.13"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","55.7"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","54.71"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","53.65"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","53"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","53.9"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","52.3"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","53.1"
"Canada","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","50.8"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","93.26"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","92.72"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","92.66"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","91.67"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","90.99"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","91.69"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","92.3"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","90.2"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","90.1"
"Canada","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","80.4"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","49.45"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","56.36"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","48.97"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","52.95"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","53.32"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","53.71"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","50.9"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","51.8"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","52.4"
"Canada","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","57.7"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","78.78"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","75.88"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","73.47"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","73.61"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","73.67"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","75.23"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","80.4"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","78.5"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","84.7"
"Canada","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","65.1"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","49.28"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","47.97"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","49.26"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","46.49"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","47.85"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","47.55"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","49.9"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","50.5"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","50.1"
"Canada","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","52.3"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","44.37"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","43.67"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","41.93"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","40.92"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","38.66"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","39.49"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","41.3"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","39.1"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","38.3"
"Canada","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","39.3"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","56.52"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","48.3"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","50.9"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","47.09"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","44.8"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","41.08"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","41.4"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","40.2"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","41.9"
"Canada","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","38.7"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","53.04"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","58.41"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","60.91"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","62.35"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","62.05"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","60.18"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","58.5"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","53.3"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","53.7"
"Canada","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","57"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","44.66"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","46.57"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","47.5"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","50.57"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","52.54"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","53.1"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","54.8"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","53.3"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","54.8"
"China","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","55.3"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","48.33"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","48.3"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","53.97"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","55.24"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","54.8"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","59.41"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","64.1"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","64.6"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","64.4"
"China","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","64.8"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","40.64"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","43.42"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","43.13"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","48.07"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","49.21"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","47.8"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","47.6"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","49.4"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","50.6"
"China","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","53.1"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","54.22"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","50.45"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","49.25"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","56.55"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","54.67"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","55.62"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","58.6"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2020","58.5"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2021","61.5"
"China","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2022","56"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2013","42.94"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2014","41.79"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2015","44.94"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2016","53.77"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2017","54.54"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2018","56"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2019","55.4"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2020","52.9"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2021","54.3"
"China","Business sophistication","Score","Score, 100=Max strength 0=Weakest","2022","55.9"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2013","56.35"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2014","59.02"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2015","58.03"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2016","53.32"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2017","56.39"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2018","56.54"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2019","57.2"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2020","55.1"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2021","58.5"
"China","Knowledge and technology outputs","Score","Score, 100=Max strength 0=Weakest","2022","56.8"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2013","31.89"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2014","35.67"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2015","35.12"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2016","42.73"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2017","45.35"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2018","45.42"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2019","48.3"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2020","47"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2021","46.5"
"China","Creative outputs","Score","Score, 100=Max strength 0=Weakest","2022","49.3"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2013","39.84"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2014","44.98"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2015","50.53"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2016","51.96"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2017","57.86"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2018","56.84"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2019","58.7"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2020","52.1"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2021","54.6"
"China","Infrastructure","Score","Score, 100=Max strength 0=Weakest","2022","57.5"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2013","52.23"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2014","52.41"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2015","54"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2016","54.52"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2017","54.72"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2018","55"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2019","54.7"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2020","52.7"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2021","54.5"
"Japan","Global Innovation Index","Score","Score, 100=Max strength 0=Weakest","2022","53.6"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2013","83.51"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2014","84.14"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2015","86.47"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2016","87.1"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2017","87.43"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2018","89.76"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2019","89.9"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2020","89.3"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2021","88.8"
"Japan","Institutions","Score","Score, 100=Max strength 0=Weakest","2022","75.8"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2013","57.22"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2014","54.36"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2015","54.95"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2016","57.48"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2017","56.73"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2018","54.28"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2019","49.1"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2020","47.3"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2021","50.8"
"Japan","Human capital and research","Score","Score, 100=Max strength 0=Weakest","2022","52.7"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2013","69.7"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2014","66.84"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2015","64.28"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2016","68.27"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2017","64.32"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2018","65.29"
"Japan","Market sophistication","Score","Score, 100=Max strength 0=Weakest","2019","65.8"
